NodeID,PackageID,DeliverableID,DeliverableName,DeliverableType,ScopeItems,Objectives,ContextEnvelope,LifecycleState,ExecutionPath,ContextPath,DependenciesPath,HasFourDocumentKit,HasSemanticMatrix,HasSemanticLensing,HasReview,SourceRegister,Notes
DEL-01-03,PKG-01,DEL-01-03,Contributor certification workflow,DOC_UPDATE,"SOW-028,SOW-048",OBJ-002,S,CHECKING,"execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-03_Contributor certification workflow","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-03_Contributor certification workflow/_CONTEXT.md","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-03_Contributor certification workflow/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-01-04,PKG-01,DEL-01-04,Professional responsibility and product-claims policy,DOC_UPDATE,"SOW-034,SOW-064","OBJ-011,OBJ-018",S,CHECKING,"execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-04_Professional responsibility and product-claims policy","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-04_Professional responsibility and product-claims policy/_CONTEXT.md","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-04_Professional responsibility and product-claims policy/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS; TARGETED_SCOPE_REVIEW_REQUIRED
DEL-02-01,PKG-02,DEL-02-01,Canonical domain model schema,DATA_MODEL_CHANGE,"SOW-041,SOW-065","OBJ-001,OBJ-012,OBJ-014",M,CHECKING,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-01_Canonical domain model schema","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-01_Canonical domain model schema/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-01_Canonical domain model schema/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS; TARGETED_SCOPE_REVIEW_REQUIRED
DEL-02-02,PKG-02,DEL-02-02,Unit system and dimensional-analysis core contract,BACKEND_FEATURE_SLICE,SOW-025,"OBJ-001,OBJ-012",M,CHECKING,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-02_Unit system and dimensional-analysis core contract","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-02_Unit system and dimensional-analysis core contract/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-02_Unit system and dimensional-analysis core contract/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-02-03,PKG-02,DEL-02-03,Code-neutral analysis boundary model,DATA_MODEL_CHANGE,SOW-002,"OBJ-001,OBJ-011",S,CHECKING,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-03_Code-neutral analysis boundary model","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-03_Code-neutral analysis boundary model/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-03_Code-neutral analysis boundary model/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-02-04,PKG-02,DEL-02-04,Plugin and extension domain contracts,API_CONTRACT,SOW-038,OBJ-009,M,CHECKING,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-04_Plugin and extension domain contracts","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-04_Plugin and extension domain contracts/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-04_Plugin and extension domain contracts/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-02-05,PKG-02,DEL-02-05,Project persistence and round-trip serialization,DATA_MODEL_CHANGE,"SOW-050,SOW-041","OBJ-001,OBJ-012",M,CHECKING,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-05_Project persistence and round-trip serialization","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-05_Project persistence and round-trip serialization/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-05_Project persistence and round-trip serialization/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-01,PKG-03,DEL-03-01,Material library schema with provenance,DATA_MODEL_CHANGE,SOW-017,OBJ-004,M,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-01_Material library schema with provenance","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-01_Material library schema with provenance/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-01_Material library schema with provenance/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-02,PKG-03,DEL-03-02,Pipe section and component library schema,DATA_MODEL_CHANGE,SOW-018,OBJ-004,M,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-02_Pipe section and component library schema","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-02_Pipe section and component library schema/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-02_Pipe section and component library schema/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-03,PKG-03,DEL-03-03,Bend and elbow component model fields,BACKEND_FEATURE_SLICE,SOW-007,OBJ-004,S,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-03_Bend and elbow component model fields","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-03_Bend and elbow component model fields/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-03_Bend and elbow component model fields/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-04,PKG-03,DEL-03-04,Branch connection component model fields,BACKEND_FEATURE_SLICE,SOW-008,OBJ-004,M,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-05,PKG-03,DEL-03-05,"Rigid component models for valves, flanges, reducers, and specialty items",BACKEND_FEATURE_SLICE,SOW-009,OBJ-004,M,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-06,PKG-03,DEL-03-06,Expansion joint component model,BACKEND_FEATURE_SLICE,SOW-010,OBJ-004,M,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-07,PKG-03,DEL-03-07,Public/private library import provenance checker,BACKEND_FEATURE_SLICE,"SOW-019,SOW-044","OBJ-002,OBJ-004",M,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-03-08,PKG-03,DEL-03-08,Pipe section property and mass-property calculator,BACKEND_FEATURE_SLICE,"SOW-051,SOW-018","OBJ-004,OBJ-012",M,CHECKING,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-04-01,PKG-04,DEL-04-01,3D frame stiffness kernel,BACKEND_FEATURE_SLICE,"SOW-005,SOW-035",OBJ-003,L,CHECKING,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-04-02,PKG-04,DEL-04-02,Straight pipe element,BACKEND_FEATURE_SLICE,SOW-006,OBJ-003,M,CHECKING,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-04-03,PKG-04,DEL-04-03,Linear support and restraint models,BACKEND_FEATURE_SLICE,SOW-011,OBJ-003,M,CHECKING,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-04-04,PKG-04,DEL-04-04,Nonlinear support active-set solver,BACKEND_FEATURE_SLICE,SOW-012,OBJ-003,L,CHECKING,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-04-05,PKG-04,DEL-04-05,Sparse solver performance harness,TEST_SUITE,SOW-035,"OBJ-003,OBJ-008",M,CHECKING,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-04-06,PKG-04,DEL-04-06,Solver diagnostics and singularity detection,BACKEND_FEATURE_SLICE,"SOW-053,SOW-035","OBJ-003,OBJ-008,OBJ-012",M,CHECKING,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-05-01,PKG-05,DEL-05-01,Primitive load case engine,BACKEND_FEATURE_SLICE,SOW-013,OBJ-003,M,CHECKING,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-05-02,PKG-05,DEL-05-02,Load-case algebra engine,BACKEND_FEATURE_SLICE,SOW-014,"OBJ-003,OBJ-005",M,CHECKING,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-05-03,PKG-05,DEL-05-03,Fundamental stress recovery module,BACKEND_FEATURE_SLICE,SOW-015,OBJ-003,M,CHECKING,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-05-04,PKG-05,DEL-05-04,Analysis status semantics,DATA_MODEL_CHANGE,SOW-047,"OBJ-005,OBJ-011",S,CHECKING,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-05-05,PKG-05,DEL-05-05,Concentrated and distributed user load application,BACKEND_FEATURE_SLICE,"SOW-052,SOW-013","OBJ-003,OBJ-012",M,CHECKING,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_DEPENDENCIES.md",TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-06-01,PKG-06,DEL-06-01,Rule-pack schema,DATA_MODEL_CHANGE,"SOW-016,SOW-042",OBJ-005,M,CHECKING,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-06-02,PKG-06,DEL-06-02,Sandboxed unit-aware expression evaluator,BACKEND_FEATURE_SLICE,SOW-045,OBJ-005,L,CHECKING,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-06-03,PKG-06,DEL-06-03,Required-input completeness checker,BACKEND_FEATURE_SLICE,SOW-004,"OBJ-002,OBJ-005",M,CHECKING,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-06-04,PKG-06,DEL-06-04,Private rule-pack lifecycle and checksum handling,BACKEND_FEATURE_SLICE,SOW-042,"OBJ-002,OBJ-005",M,CHECKING,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
DEL-06-05,PKG-06,DEL-06-05,Invented non-code example rule pack,DOC_UPDATE,SOW-016,"OBJ-005,OBJ-011",S,CHECKING,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack/_DEPENDENCIES.md,TRUE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,CARRIED_FORWARD_METADATA_REFRESHED_FROM_REV05_REGISTERS
