NodeID,PackageID,DeliverableID,DeliverableName,DeliverableType,ScopeItems,Objectives,ContextEnvelope,LifecycleState,ExecutionPath,ContextPath,DependenciesPath,HasFourDocumentKit,HasSemanticMatrix,HasSemanticLensing,HasReview,SourceRegister,Notes
DEL-05-03,PKG-05,DEL-05-03,Fundamental stress recovery module,BACKEND_FEATURE_SLICE,SOW-015,OBJ-003,M,OPEN,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-05-04,PKG-05,DEL-05-04,Analysis status semantics,DATA_MODEL_CHANGE,SOW-047,"OBJ-005,OBJ-011",S,OPEN,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-05-05,PKG-05,DEL-05-05,Concentrated and distributed user load application,BACKEND_FEATURE_SLICE,"SOW-052,SOW-013","OBJ-003,OBJ-012",M,OPEN,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-06-01,PKG-06,DEL-06-01,Rule-pack schema,DATA_MODEL_CHANGE,"SOW-016,SOW-042",OBJ-005,M,OPEN,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-06-02,PKG-06,DEL-06-02,Sandboxed unit-aware expression evaluator,BACKEND_FEATURE_SLICE,SOW-045,OBJ-005,L,OPEN,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-06-03,PKG-06,DEL-06-03,Required-input completeness checker,BACKEND_FEATURE_SLICE,SOW-004,"OBJ-002,OBJ-005",M,OPEN,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-06-04,PKG-06,DEL-06-04,Private rule-pack lifecycle and checksum handling,BACKEND_FEATURE_SLICE,SOW-042,"OBJ-002,OBJ-005",M,OPEN,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-06-05,PKG-06,DEL-06-05,Invented non-code example rule pack,DOC_UPDATE,SOW-016,"OBJ-005,OBJ-011",S,OPEN,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack/_CONTEXT.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-07-01,PKG-07,DEL-07-01,3D viewport and centerline editor,UX_UI_SLICE,SOW-020,OBJ-006,L,OPEN,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-07-02,PKG-07,DEL-07-02,Model tree and property inspector,UX_UI_SLICE,"SOW-020,SOW-021",OBJ-006,M,OPEN,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-07-03,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",UX_UI_SLICE,SOW-021,OBJ-006,L,OPEN,"execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors","execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors/_CONTEXT.md","execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-07-04,PKG-07,DEL-07-04,Missing-data warning and blocking UX,UX_UI_SLICE,SOW-022,"OBJ-006,OBJ-011",M,OPEN,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-07-05,PKG-07,DEL-07-05,Results viewer,UX_UI_SLICE,SOW-023,"OBJ-006,OBJ-007",L,OPEN,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-07-06,PKG-07,DEL-07-06,Accessibility and usability baseline,UX_UI_SLICE,SOW-036,OBJ-006,M,OPEN,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline/_CONTEXT.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
